kind	head	detail	form	witness
identity	iteratedDerivWithin		iteratedDerivWithin x0 x1 x2 x3 = iteratedDeriv x0 x1 x3	(n : ℕ) {a b : ℝ} (h : a < b) {x : ℝ} (hx : x ∈ Icc a b) : iteratedDerivWithin n sin (Icc a b) x = iteratedDeriv n sin x
identity	iteratedDerivWithin		iteratedDerivWithin x0 x1 x2 x3 = iteratedDeriv x0 x1 x3	(n : ℕ) {a b x : ℝ} (hx : x ∈ Ioo a b) : iteratedDerivWithin n sin (Ioo a b) x = iteratedDeriv n sin x
identity	iteratedDerivWithin		iteratedDerivWithin x0 x1 x2 x3 = iteratedDeriv x0 x1 x3	(n : ℕ) {a b : ℝ} (h : a < b) {x : ℝ} (hx : x ∈ Icc a b) : iteratedDerivWithin n sinh (Icc a b) x = iteratedDeriv n sinh x
identity	iteratedDerivWithin		iteratedDerivWithin x0 x1 x2 x3 = iteratedDeriv x0 x1 x3	(n : ℕ) {a b x : ℝ} (hx : x ∈ Ioo a b) : iteratedDerivWithin n sinh (Ioo a b) x = iteratedDeriv n sinh x
identity	log		log  = o x0 x1	: log =o[atTop] id
identity	log		log x0 = 0 	: log (0 : A) = 0
identity	log		log x0 = 0 	: log (1 : A) = 0
identity	log		log x0 = 0 	(x : ℂ) : log (x / x) = 0
identity	log		log x0 = 0 	: log 0 = 0
identity	log		log x0 = 0 	: log 1 = 0
identity	log		log x0 = Real.log x1	{x : ℝ} (hx : 0 < x) : log (ENNReal.ofReal x) = Real.log x
identity	log		log x0 = Real.log x1	{x : ℝ≥0} (h : x ≠ 0) : log (x : ℝ≥0∞) = Real.log x
identity	log		log x0 = Real.log x1	{x : ℝ≥0∞} (h : 0 < x.toReal) : log x = Real.log (ENNReal.toReal x)
identity	log		log x0 = a 	(a : A) (ha : IsSelfAdjoint a := by cfc_tac) : log (exp a) = a
identity	log		log x0 = algebraMap x1 x2 x3	{r : ℝ} : log (algebraMap ℝ A r) = algebraMap ℝ A (Real.log r)
identity	log		log x0 = conj x1	(x : ℂ) (h : x.arg ≠ π) : log (conj x) = conj (log x)
identity	log		log x0 = expOrderIso.symm x1	(hx : 0 < x) : log x = expOrderIso.symm ⟨x, hx⟩
identity	log		log x0 = expOrderIso.symm x1	(hx : x ≠ 0) : log x = expOrderIso.symm ⟨|x|, abs_pos.2 hx⟩
identity	log		log x0 = log x1	(x : ℝ) : log (-x) = log x
identity	log		log x0 = x 	(x : EReal) : log (exp x) = x
identity	logDeriv		logDeriv x0 = 1 	: logDeriv (Complex.exp) = 1
identity	logDeriv		logDeriv x0 = 1 	: logDeriv (Real.exp) = 1
identity	logDeriv		logDeriv x0 = Complex.cot 	: logDeriv (Complex.sin) = Complex.cot
identity	logDeriv		logDeriv x0 = Complex.tanh 	: logDeriv (Complex.cosh) = Complex.tanh
identity	logDeriv		logDeriv x0 = Real.cot 	: logDeriv (Real.sin) = Real.cot
identity	logDeriv		logDeriv x0 = Real.tanh 	: logDeriv (Real.cosh) = Real.tanh
identity	logDeriv		logDeriv x0 x1 = cotTerm x1 x2	(hx : x ∈ ℂ_ℤ) (i : ℕ) : logDeriv (fun (z : ℂ) ↦ 1 + sineTerm z i) x = cotTerm x i
identity	logHomeomorph		logHomeomorph x0 = log x0	(x : ℝ≥0∞) : logHomeomorph x = log x
identity	logHomeomorph.symm		logHomeomorph.symm  = expHomeomorph 	: logHomeomorph.symm = expHomeomorph
identity	logOrderIso		logOrderIso x0 = log x0	(x : ℝ≥0∞) : logOrderIso x = log x
identity	logOrderIso.symm		logOrderIso.symm  = expOrderIso 	: logOrderIso.symm = expOrderIso
identity	logTaylor		logTaylor x0 x1 = 0 	(n : ℕ) : logTaylor n 0 = 0
identity	logb		logb x0 = 0 	: logb 0 = 0
identity	logb		logb x0 = 0 	: logb 1 = 0
identity	logb		logb x0 = o x1 x2	: logb b =o[atTop] id
identity	logb		logb x0 x0 = 1 	(hb : 1 < b) : logb b b = 1
identity	logb		logb x0 x1 = 0 	: logb 0 x = 0
identity	logb		logb x0 x1 = 0 	: logb 1 x = 0
identity	logb		logb x0 x1 = 0 	: logb b 0 = 0
identity	logb		logb x0 x1 = 0 	: logb b 1 = 0
identity	logb		logb x0 x1 = logb x0 x2	(b x : ℝ) : logb b (-x) = logb b x
identity	logb		logb x0 x1 = logb x2 x1	(b x : ℝ) : logb (-b) x = logb b x
identity	logb		logb x0 x1 = x 	: logb b (b ^ x) = x
identity	map		map x0 x1 = atTop 	: map exp atTop = atTop
identity	map		map x0 x1 = cobounded x2	: map exp (comap re atTop) = cobounded ℂ
identity	map		map x0 x1 = 𝓝 x2	(x : ℝ) : map exp (𝓝 x) = 𝓝 (exp x)
identity	map		map x0 x1 = 𝓝 x2 x3	: map exp (comap re atBot) = 𝓝[≠] 0
identity	map		map x0 x1 = 𝓝 x2 x3	: map exp atBot = 𝓝[>] 0
identity	negMulLog		negMulLog x0 = 0 	: negMulLog (0 : ℝ) = 0
identity	negMulLog		negMulLog x0 = 0 	: negMulLog (1 : ℝ) = 0
identity	node		node x0 x1 = 1 	{n : ℕ} : node n 0 = 1
identity	nthRoot		nthRoot x0 = id 	: nthRoot 1 = id
identity	nthRoot		nthRoot x0 x1 = 0 	(h : n ≠ 0) : nthRoot n 0 = 0
identity	nthRoot		nthRoot x0 x1 = 1 	(a : ℕ) : nthRoot 0 a = 1
identity	nthRoot		nthRoot x0 x1 = 1 	: nthRoot n 1 = 1
identity	nthRoot		nthRoot x0 x1 = a 	(hn : n ≠ 0) (a : ℕ) : nthRoot n (a ^ n) = a
identity	nthRoot		nthRoot x0 x1 = a 	(h₁ : a ^ n ≤ b) (h₂ : b < (a + 1) ^ n) : nthRoot n b = a
identity	ordinaryHypergeometricSeries		ordinaryHypergeometricSeries x0 x1 x2 x3 = ordinaryHypergeometricSeries x0 x2 x1 x3	: ordinaryHypergeometricSeries 𝔸 a b c = ordinaryHypergeometricSeries 𝔸 b a c
identity	ordinaryHypergeometricSeries		ordinaryHypergeometricSeries x0 x1 x2 x3 x4 = 0 	{n k : ℕ} (habc : k = -a ∨ k = -b ∨ k = -c) (hk : k < n) : ordinaryHypergeometricSeries 𝔸 a b c n = 0
identity	ordinaryHypergeometricSeries		ordinaryHypergeometricSeries x0 x1 x2 x3 x4 x5 = Pi.single x6 x7 x8 x4	(n : ℕ) : ordinaryHypergeometricSeries 𝔸 a b c n (fun _ => 0) = Pi.single (M := fun _ => 𝔸) 0 1 n
identity	polarCoord.source		polarCoord.source  = ᵐ x0 x1	: polarCoord.source =ᵐ[volume] univ
identity	qaryEntropy		qaryEntropy x0 = binEntropy 	: qaryEntropy 2 = binEntropy
identity	qaryEntropy		qaryEntropy x0 x1 = 0 	(q : ℕ) : qaryEntropy q 0 = 0
identity	qaryEntropy		qaryEntropy x0 x1 = log x2	(q : ℕ) : qaryEntropy q 1 = log (q - 1 : ℤ)
identity	range		range x0 = Icc x1 x2	: range arcsin = Icc (-(π / 2)) (π / 2)
identity	range		range x0 = Ioo x1 x2	: range Real.sigmoid = Ioo 0 1
identity	range		range x0 = Ioo x1 x2	: range arctan = Ioo (-(π / 2)) (π / 2)
identity	range		range x0 = Ioo x1 x2	: range unitInterval.sigmoid = Ioo 0 1
identity	range		range x0 = Set.Ioi x1	: range exp = Set.Ioi 0
identity	range		range x0 = univ 	: range (logb b) = univ
identity	range		range x0 = univ 	: range log = univ
identity	rpow		rpow x0 x1 = 0 	{x : ℝ} (hx : x ≠ 0) : rpow (0 : A) x = 0
identity	rpowIntegrand₀₁		rpowIntegrand₀₁ x0 x1 x2 = 0 	(hp : 0 < p) : rpowIntegrand₀₁ p 0 x = 0
identity	rpowIntegrand₀₁		rpowIntegrand₀₁ x0 x1 x2 = 0 	: rpowIntegrand₀₁ p t 0 = 0
identity	sigmoid		sigmoid x0 = σ x1	(x : ℝ) : sigmoid (-x) = σ (sigmoid x)
identity	sin		sin x0 = 0 	: sin (0 : Angle) = 0
identity	sin		sin x0 = 0 	: sin (2 * π) = 0
identity	sin		sin x0 = 0 	(n : ℕ) : sin (n * π) = 0
identity	sin		sin x0 = 0 	: sin (π : Angle) = 0
identity	sin		sin x0 = 0 	: sin π = 0
identity	sin		sin x0 = 1 	: sin (π / 2) = 1
identity	sin		sin x0 = Real.sin x1	(x : ℝ) : sin (x : Angle) = Real.sin x
identity	sin		sin x0 = cos x1	(x : ℂ) : sin (x + π / 2) = cos x
identity	sin		sin x0 = cos x1	(θ : Angle) : sin (θ + ↑(π / 2)) = cos θ
identity	sin		sin x0 = cos x1	(x : ℂ) : sin (π / 2 - x) = cos x
identity	sin		sin x0 = cos x1	(θ : Angle) : sin (↑(π / 2) - θ) = cos θ
identity	sin		sin x0 = sin x1	(x : ℂ) : sin (x + 2 * π) = sin x
identity	sin		sin x0 = sin x1	(x : ℂ) (n : ℕ) : sin (x + n * (2 * π)) = sin x
identity	sin		sin x0 = sin x1	(x : ℂ) : sin (x - 2 * π) = sin x
identity	sin		sin x0 = sin x1	(x : ℂ) (n : ℕ) : sin (x - n * (2 * π)) = sin x
identity	sin		sin x0 = sin x1	(x : ℂ) : sin (π - x) = sin x
identity	sin		sin x0 = x 	{x : ℝ} (hx : x ∈ Icc (-1 : ℝ) 1) : sin (arcsin x) = x
identity	sinc		sinc  = dslope x0 x1	: sinc = dslope sin 0
identity	sinc		sinc x0 = 1 	: sinc 0 = 1
identity	sinc		sinc x0 = sinc x1	(x : ℝ) : sinc (-x) = sinc x
identity	sinh		sinh x0 = x 	(x : ℝ) : sinh (arsinh x) = x
identity	smoothTransition		smoothTransition x0 = 0 	: smoothTransition 0 = 0
identity	smoothTransition		smoothTransition x0 = 0 	(h : x ≤ 0) : smoothTransition x = 0
identity	smoothTransition		smoothTransition x0 = 1 	: smoothTransition 1 = 1
identity	smoothTransition		smoothTransition x0 = 1 	(h : 1 ≤ x) : smoothTransition x = 1
identity	smoothTransition		smoothTransition x0 = smoothTransition x1	: smoothTransition (projIcc (0 : ℝ) 1 zero_le_one x) = smoothTransition x
identity	sqrt		sqrt x0 = 0 	: sqrt (0 : A) = 0
identity	sqrt		sqrt x0 = 1 	: sqrt (1 : A) = 1
identity	sqrt		sqrt x0 = a 	(a : A) (ha : 0 ≤ a := by cfc_tac) : sqrt (a * a) = a
identity	sqrt		sqrt x0 = a 	(a : A) (ha : 0 ≤ a := by cfc_tac) : sqrt (a ^ (2 : ℝ≥0)) = a
identity	sqrt		sqrt x0 = a 	(a : A) (ha : 0 ≤ a := by cfc_tac) : sqrt (a ^ 2) = a
identity	sqrt		sqrt x0 = b 	{a b : A} (h : b * b = a) (hb : 0 ≤ b := by cfc_tac) : sqrt a = b
identity	sqrt		sqrt x0 = cfc x1 x0	{a : A} : sqrt a = cfc NNReal.sqrt a
identity	sqrtTwoAddSeries		sqrtTwoAddSeries x0 x1 = x 	: sqrtTwoAddSeries x 0 = x
identity	stdAddChar		stdAddChar x0 = exp x1	(j : ℤ) : stdAddChar (j : ZMod N) = exp (2 * π * I * j / N)
identity	stirlingSeq		stirlingSeq x0 = 0 	: stirlingSeq 0 = 0
identity	sumNodes		sumNodes x0 x1 x2 = P.coeff x0	{n : ℕ} {P : ℝ[X]} (hP : P.degree ≤ n) : sumNodes n (leadingCoeffC n) P = P.coeff n
identity	tan		tan x0 = 0 	: tan (0 : Angle) = 0
identity	tan		tan x0 = 0 	(n : ℤ) : tan (n * π / 2) = 0
identity	tan		tan x0 = 0 	(n : ℕ) : tan (n * π) = 0
identity	tan		tan x0 = 0 	: tan (π / 2) = 0
identity	tan		tan x0 = 0 	: tan (π : Angle) = 0
identity	tan		tan x0 = 0 	{x} (h : cos x = 0) : tan x = 0
identity	tan		tan x0 = 0 	: tan π = 0
identity	tan		tan x0 = 1 	: tan (π / 4) = 1
identity	tan		tan x0 = Real.tan x1	(x : ℝ) : tan (x : Angle) = Real.tan x
identity	tan		tan x0 = tan x1	(x : ℂ) (n : ℕ) : tan (x + n * π) = tan x
identity	tan		tan x0 = tan x1	(x : ℂ) : tan (x + π) = tan x
identity	tan		tan x0 = tan x1	(x : ℂ) (n : ℕ) : tan (x - n * π) = tan x
identity	tan		tan x0 = tan x1	(x : ℂ) : tan (x - π) = tan x
identity	tan		tan x0 = tan x1	(θ : Angle) : tan (θ + π) = tan θ
identity	tan		tan x0 = tan x1	(θ : Angle) : tan (θ - π) = tan θ
identity	tan		tan x0 = tan x1	{θ ψ : Angle} (h : (2 : ℕ) • θ = (2 : ℕ) • ψ) : tan θ = tan ψ
identity	tan		tan x0 = x 	(x : ℝ) : tan (arctan x) = x
identity	tan		tan x0 = z 	{z : ℂ} (h₁ : z ≠ I) (h₂ : z ≠ -I) : tan (arctan z) = z
identity	tanh		tanh x0 = x 	{x : ℝ} (hx : x ∈ Ioo (-1) 1) : tanh (artanh x) = x
identity	toCircle		toCircle x0 = .exp x0	(x : ℝ) : toCircle x = .exp x
identity	toCircle		toCircle x0 = 1 	: toCircle (0 : AddCircle T) = 1
identity	toCircle		toCircle x0 = 1 	: toCircle 0 = 1
identity	toCircle		toCircle x0 = Circle.exp x1	(j : ZMod N) : toCircle j = Circle.exp (2 * π * (j.val / N))
identity	toCircle		toCircle x0 = exp x1	(j : ℕ) : toCircle (j : ZMod N) = exp (2 * π * I * j / N)
identity	toCircle		toCircle x0 = exp x1	(j : ZMod N) : toCircle j = exp (2 * π * I * j.val / N)
identity	toIocMod		toIocMod x0 x1 x2 = z.arg 	(z : ℂ) : toIocMod Real.two_pi_pos (-π) z.arg = z.arg
identity	toIocMod		toIocMod x0 x1 x2 = θ.toReal 	(θ : Angle) : toIocMod two_pi_pos (-π) θ.toReal = θ.toReal
identity	x		x  = 1 	(h₁ : 0 < x) (h₂ : logb b x = 0) : x = 1
identity	x		x  = y 	{x y : ℂ} (hx₁ : -π < x.im) (hx₂ : x.im ≤ π) (hy₁ : -π < y.im) (hy₂ : y.im ≤ π) (hxy : exp x = exp y) : x = y
identity	x.log.im		x.log.im  = x.arg 	(x : ℂ) : x.log.im = x.arg
identity	₂F₁		₂F₁ x0 x1 x2 x3 = 1 	: ₂F₁ a b c (0 : 𝔸) = 1
