kind	head	detail	form	witness
transport	Order.succ	symmetry 0 substitution 0 arity 0	Order.succ  = Fin.lastCases x0 x1	
transport	Order.succ	symmetry 0 substitution 0 arity 0	Order.succ  = succ 	
transport	Order.succ	symmetry 0 substitution 0 arity 0	Order.succ x0 = Fin.last x1	
transport	Order.succ	symmetry 0 substitution 0 arity 0	Order.succ x0 = Fin.lastCases x1 x2 x0	
transport	Order.succ	symmetry 0 substitution 0 arity 0	Order.succ x0 = i.succ 	
transport	OrderDual.instLinearOrder	symmetry 0 substitution 0 arity 0	OrderDual.instLinearOrder x0 = H 	
transport	OrderDual.instOrd	symmetry 0 substitution 0 arity 0	OrderDual.instOrd x0 = H 	
transport	OrderDual.instPartialOrder	symmetry 0 substitution 0 arity 0	OrderDual.instPartialOrder x0 = H 	
transport	OrderDual.instPreorder	symmetry 0 substitution 0 arity 0	OrderDual.instPreorder x0 = H 	
transport	OrderDual.instSemilatticeInf	symmetry 0 substitution 0 arity 0	OrderDual.instSemilatticeInf x0 = H 	
transport	OrderDual.instSemilatticeSup	symmetry 0 substitution 0 arity 0	OrderDual.instSemilatticeSup x0 = H 	
transport	OrderHomClass.toOrderHom	symmetry 0 substitution 0 arity 0	OrderHomClass.toOrderHom x0 = f 	
transport	OrderIso.dualAntisymmetrization	symmetry 0 substitution 0 arity 0	OrderIso.dualAntisymmetrization x0 x1 = toAntisymmetrization x0 x2	
