kind	head	detail	form	witness
transport	x	symmetry 0 substitution 0 arity 0	x  = y 	
transport	Γ.map	symmetry 0 substitution 0 arity 0	Γ.map x0 = f.c.app x1	
transport	Γ.map	symmetry 0 substitution 0 arity 0	Γ.map x0 = f.hom.c.app x1	
transport	Γ.map	symmetry 0 substitution 0 arity 0	Γ.map x0 = f.unop.c.app x1	
transport	Γ.map	symmetry 0 substitution 0 arity 0	Γ.map x0 = f.unop.hom.c.app x1	
transport	Γ.obj	symmetry 0 substitution 0 arity 0	Γ.obj x0 = X.presheaf.obj x1	
transport	Γ.obj	symmetry 0 substitution 0 arity 0	Γ.obj x0 = X.unop.presheaf.obj x1	
transport	Φ.mfderivToContinuousLinearEquiv	symmetry 0 substitution 0 arity 0	Φ.mfderivToContinuousLinearEquiv x0 x1 = mfderiv x2 x3 x4 x1	
transport	α	symmetry 0 substitution 0 arity 0	α  = β 	
transport	𝒅	symmetry 0 substitution 0 arity 0	𝒅 x0 x1 x2 x3 = v x4	
transport	𝒅ₕ	symmetry 0 substitution 0 arity 0	𝒅ₕ x0 x1 = evalAt x2 x3	
transport	𝒅ₕ	symmetry 0 substitution 0 arity 0	𝒅ₕ x0 x1 x2 = 𝒅 x3 x4 x1 x2	
transport	𝓘	symmetry 0 substitution 0 arity 1	𝓘 x0 = 𝓘 x1 x2 x3 x4	
transport	𝓘	symmetry 0 substitution 0 arity 1	𝓘 x0 x1 = PartialEquiv.refl x2	
transport	𝓝	symmetry 0 substitution 5 arity 0	𝓝 x0 x1 = 𝓝 x2 x1	
transport	𝓝	symmetry 0 substitution 5 arity 0	𝓝 x0 x1 x2 = 𝓝 x3 x1 x2	
transport	𝓝	symmetry 0 substitution 5 arity 0	𝓝 x0 x1 x2 x3 = 𝓝 x4 x1 x2 x3	
transport	𝓝	symmetry 0 substitution 5 arity 0	𝓝 x0 x1 x2 x3 x4 = 𝓝 x5 x1 x2 x3 x4	
edge	CategoryStruct.comp	colimit.ι	CategoryStruct.comp x0 x1 x2 x3 = colimit.ι x4 x5	
edge	Complex.orientation.oangle	Complex.arg	Complex.orientation.oangle x0 x1 = Complex.arg x2	
edge	Finset.univ.affineCombination	s.touchpoint	Finset.univ.affineCombination x0 x1 x2 = s.touchpoint x3 x4	
edge	Hom.toHom	𝟙	Hom.toHom x0 = 𝟙 x1	
edge	Hom.toShHom	InducedCategory.homMk	Hom.toShHom x0 = InducedCategory.homMk x1	
edge	Hom.toShHom	𝟙	Hom.toShHom x0 = 𝟙 x1	
edge	I.interior	univ	I.interior x0 = univ 	
edge	I.target	range	I.target  = range x0	
edge	LinearEquiv.det	1	LinearEquiv.det x0 x1 = 1 	
edge	LinearMap.det	1	LinearMap.det x0 x1 = 1 	
edge	Metric.infDist	s.radius	Metric.infDist x0 x1 = s.radius 	
edge	Real.Angle.cos	Real.cos	Real.Angle.cos x0 = Real.cos x1	
edge	SignType.sign	1	SignType.sign x0 = 1 	
edge	X.zeroLocus	Set.univ	X.zeroLocus x0 = Set.univ 	
edge	affineSpan	s.insphere.orthRadius	affineSpan x0 x1 = s.insphere.orthRadius x2	
edge	angle	0	angle x0 x0 = 0 	
edge	angle	Real.arccos	angle x0 x1 = Real.arccos x2	
edge	angle	Real.arcsin	angle x0 x1 = Real.arcsin x2	
edge	angle	Real.arctan	angle x0 x1 = Real.arctan x2	
edge	angle	π	angle x0 x1 = π 	
edge	chartAt	IccLeftChart	chartAt x0 x1 = IccLeftChart x2 x3	
edge	chartAt	IccRightChart	chartAt x0 x1 = IccRightChart x2 x3	
edge	chartAt	OpenPartialHomeomorph.refl	chartAt x0 x1 = OpenPartialHomeomorph.refl x0	
edge	contDiffGroupoid	continuousGroupoid	contDiffGroupoid x0 x1 = continuousGroupoid x2	
edge	dist	Metric.infDist	dist x0 x1 = Metric.infDist x0 x2	
edge	dist	s.circumradius	dist x0 x1 = s.circumradius 	
edge	dist	s.exradius	dist x0 x1 = s.exradius x2	
edge	dist	s.inradius	dist x0 x1 = s.inradius 	
edge	dist	s.radius	dist x0 x1 = s.radius 	
edge	dist	t.circumradius	dist x0 x1 = t.circumradius 	
edge	dual	0	dual x0 x1 = 0 	
edge	dual	sInf	dual x0 x1 = sInf x2	
edge	e.hom.stalkMap	X.presheaf.stalkSpecializes	e.hom.stalkMap x0 x1 = X.presheaf.stalkSpecializes x2 x3	
edge	e.inv.stalkMap	Y.presheaf.stalkSpecializes	e.inv.stalkMap x0 x1 = Y.presheaf.stalkSpecializes x2 x3	
edge	e.localFrame	0	e.localFrame x0 x1 x2 = 0 	
edge	e.localFrame	e.basisAt	e.localFrame x0 x1 x2 = e.basisAt x0 x3 x1	
edge	e.symm.toDiffeomorph	e.toDiffeomorph.symm	e.symm.toDiffeomorph  = e.toDiffeomorph.symm 	
edge	evalAt	𝒅ₕ	evalAt x0 x1 = 𝒅ₕ x2 x3	
edge	extChartAt	I	extChartAt x0 x1 x2 = I x2	
edge	extChartAt	PartialEquiv.refl	extChartAt x0 x1 x2 = PartialEquiv.refl x3	
edge	f.stalkMap	X.presheaf.germ	f.stalkMap x0 x1 = X.presheaf.germ x2 x0 x3 x4	
edge	finrank	1	finrank x0 x1 x2 = 1 	
edge	fs.toSmoothPartitionOfUnity	0	fs.toSmoothPartitionOfUnity x0 x1 = 0 	
edge	h.symm.toEquiv	h.toEquiv.symm	h.symm.toEquiv  = h.toEquiv.symm 	
edge	h.symm.toHomeomorph	h.toHomeomorph.symm	h.symm.toHomeomorph  = h.toHomeomorph.symm 	
edge	h.symm.trans	Diffeomorph.refl	h.symm.trans x0 = Diffeomorph.refl x1 x2 x3	
edge	h.toHomeomorph.toEquiv	h.toEquiv	h.toHomeomorph.toEquiv  = h.toEquiv 	
edge	h.trans	Diffeomorph.refl	h.trans x0 = Diffeomorph.refl x1 x2 x3	
edge	hf.image.1	range	hf.image.1  = range x0	
edge	hf.mfderivToContinuousLinearEquiv	mfderiv	hf.mfderivToContinuousLinearEquiv x0 = mfderiv x1 x2 x3 x4	
edge	hf.mfderivToContinuousLinearEquiv	mfderiv	hf.mfderivToContinuousLinearEquiv x0 x1 = mfderiv x2 x3 x4 x1	
edge	hs.coeff	0	hs.coeff x0 x1 x2 = 0 	
edge	hs.toCone	sInf	hs.toCone x0 = sInf x1	
edge	inversion	homothety	inversion x0 x1 x2 = homothety x0 x3 x4	
edge	inversion	lineMap	inversion x0 x1 x2 = lineMap x0 x2 x3	
edge	line	s.altitude	line x0 = s.altitude x1	
edge	line	t.insphere.orthRadius	line x0 = t.insphere.orthRadius x1	
edge	map	𝓝	map x0 x1 = 𝓝 x2	
edge	map	𝓝	map x0 x1 = 𝓝 x2 x0 x3	
edge	map	𝓝	map x0 x1 = 𝓝 x2 x3	
edge	map	𝓝	map x0 x1 = 𝓝 x2 x3 x4 x5	
edge	map	𝓝	map x0 x1 = 𝓝 x2 x3 x4 x5 x5	
edge	map	𝓝	map x0 x1 = 𝓝 x2 x3 x4 x5 x6	
edge	map	𝓝	map x0 x1 x2 = 𝓝 x3	
edge	map	𝓝	map x0 x1 x2 = 𝓝 x3 x4	
edge	mfderiv	1	mfderiv x0 x1 x2 x3 x4 x5 = 1 	
edge	mfderiv	ContinuousLinearMap.fst	mfderiv x0 x1 x2 x3 = ContinuousLinearMap.fst x4 x5 x6	
edge	mfderiv	ContinuousLinearMap.id	mfderiv x0 x0 x1 x2 = ContinuousLinearMap.id x3 x4	
edge	mfderiv	ContinuousLinearMap.inl	mfderiv x0 x1 x2 x3 = ContinuousLinearMap.inl x4 x5 x6	
edge	mfderiv	fderiv	mfderiv x0 x1 x0 x2 x3 x4 = fderiv x5 x3 x4	
edge	mfderiv	tangentCoordChange	mfderiv x0 x0 x1 x2 = tangentCoordChange x0 x2 x3 x2	
edge	mfderivWithin	1	mfderivWithin x0 x1 x2 x3 x4 x5 x6 = 1 	
edge	mfderivWithin	ContinuousLinearMap.fst	mfderivWithin x0 x1 x2 x3 x4 = ContinuousLinearMap.fst x5 x6 x7	
edge	mfderivWithin	ContinuousLinearMap.id	mfderivWithin x0 x0 x1 x2 x3 = ContinuousLinearMap.id x4 x5	
edge	mfderivWithin	fderivWithin	mfderivWithin x0 x1 x0 x2 x3 x4 x5 = fderivWithin x6 x3 x4 x5	
edge	mfderivWithin	mfderiv	mfderivWithin x0 x1 x2 x3 x4 x5 x6 = mfderiv x7 x2 x8 x5 x6	
edge	mlieBracket	0	mlieBracket x0 x1 x1 = 0 	
edge	mlieBracket	0	mlieBracket x0 x1 x2 = 0 	
edge	mlieBracket	ᶠ	mlieBracket x0 x1 x2 = ᶠ x3 x4 x0 x5 x6	
edge	mlieBracketWithin	0	mlieBracketWithin x0 x1 x1 = 0 	
edge	mlieBracketWithin	0	mlieBracketWithin x0 x1 x2 x3 = 0 	
edge	mlieBracketWithin	0	mlieBracketWithin x0 x1 x2 x3 x4 = 0 	
edge	mlieBracketWithin	lieBracketWithin	mlieBracketWithin x0 x1 x2 x3 x4 = lieBracketWithin x5 x2 x3 x4	
edge	mlieBracketWithin	mlieBracket	mlieBracketWithin x0 x1 x2 x3 = mlieBracket x0 x1 x2	
edge	mlieBracketWithin	mlieBracket	mlieBracketWithin x0 x1 x2 x3 x4 = mlieBracket x0 x1 x2 x4	
edge	mlieBracketWithin	ᶠ	mlieBracketWithin x0 x1 x2 x3 = ᶠ x4 x5 x0 x1 x2 x6	
edge	mlieBracketWithin	ᶠ	mlieBracketWithin x0 x1 x2 x3 = ᶠ x4 x5 x0 x6 x7 x3	
edge	mpullback	mulInvariantVectorField	mpullback x0 x0 x1 x2 = mulInvariantVectorField x3	
edge	mpullback	pullback	mpullback x0 x1 x0 x2 x3 x4 = pullback x5 x3 x4	
edge	mpullbackWithin	pullbackWithin	mpullbackWithin x0 x1 x0 x2 x3 x4 x5 = pullbackWithin x6 x3 x4 x5	
edge	mulInvariantVectorField	mlieBracket	mulInvariantVectorField x0 = mlieBracket x1 x2 x3	
edge	mulInvariantVectorField	mpullback	mulInvariantVectorField x0 x1 = mpullback x2 x2 x3 x4 x1	
edge	nndist	Metric.infNndist	nndist x0 x1 = Metric.infNndist x0 x2	
edge	nonunits	RingHom.ker	nonunits x0 = RingHom.ker x1	
edge	o.oangle	0	o.oangle x0 x0 = 0 	
edge	o.oangle	0	o.oangle x0 x1 = 0 	
edge	o.oangle	Complex.arg	o.oangle x0 x1 = Complex.arg x2	
edge	o.oangle	InnerProductGeometry.angle	o.oangle x0 x1 = InnerProductGeometry.angle x0 x1	
edge	o.oangle	Real.arccos	o.oangle x0 x1 = Real.arccos x2	
edge	o.oangle	Real.arcsin	o.oangle x0 x1 = Real.arcsin x2	
edge	o.oangle	Real.arctan	o.oangle x0 x1 = Real.arctan x2	
edge	o.oangle	π	o.oangle x0 x1 = π 	
edge	o.rotation	J	o.rotation x0 = J 	
edge	o.rotation	LinearIsometryEquiv.neg	o.rotation x0 = LinearIsometryEquiv.neg x1	
edge	o.rotation	LinearIsometryEquiv.refl	o.rotation x0 = LinearIsometryEquiv.refl x1 x2	
edge	orthocenter	t.orthocenter	orthocenter x0 = t.orthocenter 	
edge	pathELength	0	pathELength x0 x1 x2 x2 = 0 	
edge	range	I.target	range x0 = I.target 	
edge	range	closure	range x0 = closure x1	
edge	range	univ	range x0 = univ 	
edge	residueFieldMap	X.evaluation	residueFieldMap x0 x1 x2 = X.evaluation x3 x4	
edge	residueFieldMap	X.Γevaluation	residueFieldMap x0 x1 x2 = X.Γevaluation x1 x3	
edge	residueFieldMap	𝟙	residueFieldMap x0 x1 = 𝟙 x2	
edge	riemannianEDist	0	riemannianEDist x0 x1 x1 = 0 	
edge	s.circumcenter	Finset.univ.centroid	s.circumcenter  = Finset.univ.centroid x0 x1	
edge	s.circumcenter	s.points	s.circumcenter  = s.points x0	
edge	s.circumsphere.center	s.circumcenter	s.circumsphere.center  = s.circumcenter 	
edge	s.circumsphere.radius	s.circumradius	s.circumsphere.radius  = s.circumradius 	
edge	s.direction.orthogonalProjection	0	s.direction.orthogonalProjection x0 = 0 	
edge	s.excenter	Finset.univ.affineCombination	s.excenter x0 = Finset.univ.affineCombination x1 x2 x3	
edge	s.excenter	s.incenter	s.excenter x0 = s.incenter 	
edge	s.exradius	s.inradius	s.exradius x0 = s.inradius 	
edge	s.exsphere	s.insphere	s.exsphere x0 = s.insphere 	
edge	s.incenter	Finset.univ.affineCombination	s.incenter  = Finset.univ.affineCombination x0 x1 x2	
edge	s.insphere.center	s.incenter	s.insphere.center  = s.incenter 	
edge	s.insphere.radius	s.inradius	s.insphere.radius  = s.inradius 	
edge	s.orthogonalProjectionSpan	s.points	s.orthogonalProjectionSpan x0 = s.points x1	
edge	s.pointsWithCircumcenter	s.circumcenter	s.pointsWithCircumcenter x0 = s.circumcenter 	
edge	s.pointsWithCircumcenter	s.points	s.pointsWithCircumcenter x0 = s.points x1	
edge	s.secondInter	Sphere.secondInter	s.secondInter x0 x1 = Sphere.secondInter x2 x3 x4	
edge	s.signedInfDist	0	s.signedInfDist x0 x1 = 0 	
edge	s.signedInfDist	AffineMap.const	s.signedInfDist x0 = AffineMap.const x1 x2 x3	
edge	s.signedInfDist	s.inradius	s.signedInfDist x0 x1 = s.inradius 	
edge	s.signedInfDist	signedDist	s.signedInfDist x0 = signedDist x1 x2	
edge	s.touchpoint	s.points	s.touchpoint x0 x1 = s.points x2	
edge	s.touchpointWeights	0	s.touchpointWeights x0 x1 x1 = 0 	
edge	signedDist	0	signedDist x0 x1 x1 = 0 	
edge	signedDist	0	signedDist x0 x1 x2 = 0 	
edge	signedDist	dist	signedDist x0 x1 x2 = dist x1 x2	
edge	stereographic	0	stereographic x0 x1 = 0 	
edge	sumCongr	Sum.map	sumCongr x0 x1 = Sum.map x0 x1	
edge	sx₁.circumcenter	sx₂.circumcenter	sx₁.circumcenter  = sx₂.circumcenter 	
edge	sx₁.circumradius	sx₂.circumradius	sx₁.circumradius  = sx₂.circumradius 	
edge	sx₁.circumsphere	sx₂.circumsphere	sx₁.circumsphere  = sx₂.circumsphere 	
edge	s₁.circumcenter	s₂.circumcenter	s₁.circumcenter  = s₂.circumcenter 	
edge	s₁.commonTangents	s₂.commonTangents	s₁.commonTangents x0 = s₂.commonTangents x1	
edge	s₁.mongePoint	s₂.mongePoint	s₁.mongePoint  = s₂.mongePoint 	
edge	t.altitude	t.mongePlane	t.altitude x0 = t.mongePlane x1 x2	
edge	t.orthocenter	t.mongePoint	t.orthocenter  = t.mongePoint 	
edge	tangentCoordChange	fderivWithin	tangentCoordChange x0 x1 x2 x3 = fderivWithin x4 x5 x6 x7	
edge	t₁.circumsphere	t₂.circumsphere	t₁.circumsphere  = t₂.circumsphere 	
edge	t₁.orthocenter	t₂.orthocenter	t₁.orthocenter  = t₂.orthocenter 	
edge	t₂.altitude	line	t₂.altitude x0 = line x1	
edge	t₂.orthocenter	t₁.points	t₂.orthocenter  = t₁.points x0	
edge	writtenInExtChartAt	f	writtenInExtChartAt x0 x1 x0 x2 x3 x4 = f 	
edge	writtenInExtChartAt	y	writtenInExtChartAt x0 x0 x1 x2 x3 = y 	
edge	writtenInExtChartAt	y	writtenInExtChartAt x0 x0 x1 x2 x3 x4 = y 	
edge	writtenInExtChartAt	ᶠ	writtenInExtChartAt x0 x0 x1 x2 = ᶠ x3 x4	
edge	Γ.map	f.c.app	Γ.map x0 = f.c.app x1	
edge	Γ.map	f.hom.c.app	Γ.map x0 = f.hom.c.app x1	
edge	Γ.map	f.unop.c.app	Γ.map x0 = f.unop.c.app x1	
edge	Γ.map	f.unop.hom.c.app	Γ.map x0 = f.unop.hom.c.app x1	
edge	Γ.obj	X.presheaf.obj	Γ.obj x0 = X.presheaf.obj x1	
edge	Γ.obj	X.unop.presheaf.obj	Γ.obj x0 = X.unop.presheaf.obj x1	
edge	Φ.mfderivToContinuousLinearEquiv	mfderiv	Φ.mfderivToContinuousLinearEquiv x0 x1 = mfderiv x2 x3 x4 x1	
edge	𝒅ₕ	𝒅	𝒅ₕ x0 x1 x2 = 𝒅 x3 x4 x1 x2	
edge	𝓘	PartialEquiv.refl	𝓘 x0 x1 = PartialEquiv.refl x2	
identity	.ofDiameter		.ofDiameter x0 x1 = s 	(h : s.IsDiameter p₁ p₂) : .ofDiameter p₁ p₂ = s
identity	C.comap		C.comap x0 = C 	(C : ConvexCone R M) : C.comap LinearMap.id = C
identity	C.copy		C.copy x0 x1 = C 	(C : ConvexCone R M) (s : Set M) (hs) : C.copy s hs = C
identity	C.map		C.map x0 = C 	(C : ConvexCone R M) : C.map LinearMap.id = C
identity	C.toPointedCone		C.toPointedCone x0 = C 	(C : ConvexCone R E) (hC : C.Pointed) : C.toPointedCone hC = C
identity	CategoryStruct.comp		CategoryStruct.comp x0 x1 x2 x3 = colimit.ι x4 x5	(x : TopCat.of M) (U) : CategoryStruct.comp (Z := (smoothSheaf IM I M R).presheaf.stalk x) (DFunLike.coe (α := (((smoothSheafCommRing IM I M R).presheaf.obj (op ((OpenNhds.inclusion x).obj U.unop))))) (colimit.ι ((OpenNhds.inclusion x).op ⋙ (smoothSheafCommRing IM I M R).presheaf) U).hom) (forgetStalk IM I M R x).hom = colimit.ι ((OpenNhds.inclusion x).op ⋙ (smoothSheaf IM I M R).presheaf) U
identity	Complex.orientation.oangle		Complex.orientation.oangle x0 x1 = Complex.arg x2	(w z : ℂ) : Complex.orientation.oangle w z = Complex.arg (conj w * z)
identity	C₁		C₁  = C₂ 	(h : ∀ x, x ∈ C₁ ↔ x ∈ C₂) : C₁ = C₂
identity	DFunLike.coe		DFunLike.coe x0 x1 = f 	(f : M → M') (hf : ContMDiff I I' n f) : DFunLike.coe (F := C^n⟮I, M; I', M'⟯) ⟨f, hf⟩ = f
identity	Equiv.pointReflection		Equiv.pointReflection x0 x1 = p₁ 	(h : s.IsDiameter p₁ p₂) : Equiv.pointReflection s.center p₂ = p₁
identity	Equiv.pointReflection		Equiv.pointReflection x0 x1 = p₂ 	(h : s.IsDiameter p₁ p₂) : Equiv.pointReflection s.center p₁ = p₂
identity	Finset.univ.affineCombination		Finset.univ.affineCombination x0 x1 x2 = s.touchpoint x3 x4	(signs : Finset (Fin (n + 1))) (i : Fin (n + 1)) : Finset.univ.affineCombination ℝ s.points (s.touchpointWeights signs i) = s.touchpoint signs i
identity	Hom.toHom		Hom.toHom x0 = 𝟙 x1	(X : LocallyRingedSpace.{u}) : Hom.toHom (𝟙 X) = 𝟙 X.toPresheafedSpace
identity	Hom.toShHom		Hom.toShHom x0 = InducedCategory.homMk x1	{X Y : LocallyRingedSpace.{u}} (f : X.toPresheafedSpace.Hom Y.toPresheafedSpace) (hf) : Hom.toShHom ⟨f, hf⟩ = InducedCategory.homMk f
identity	Hom.toShHom		Hom.toShHom x0 = 𝟙 x1	(X : LocallyRingedSpace.{u}) : Hom.toShHom (𝟙 X) = 𝟙 X.toSheafedSpace
identity	I		I x0 = x 	{x : E} (hx : x ∈ range I) : I (I.symm x) = x
identity	I.interior		I.interior x0 = univ 	[BoundarylessManifold I M] : I.interior M = univ
identity	I.symm		I.symm x0 = x 	(x : H) : I.symm (I x) = x
identity	I.target		I.target  = range x0	: I.target = range (I : H → E)
identity	LinearEquiv.det		LinearEquiv.det x0 x1 = 1 	(θ : Real.Angle) : LinearEquiv.det (o.rotation θ).toLinearEquiv = 1
identity	LinearMap.det		LinearMap.det x0 x1 = 1 	(θ : Real.Angle) : LinearMap.det (o.rotation θ).toLinearMap = 1
identity	Metric.infDist		Metric.infDist x0 x1 = s.radius 	{s : Sphere P} {as : AffineSubspace ℝ P} (h : s.IsTangent as) : Metric.infDist s.center as = s.radius
identity	Real.Angle.cos		Real.Angle.cos x0 = Real.cos x1	{x y : V} (hx : x ≠ 0) (hy : y ≠ 0) : Real.Angle.cos (o.oangle x y) = Real.cos (InnerProductGeometry.angle x y)
identity	Real.Angle.cos		Real.Angle.cos x0 = Real.cos x1	{p p₁ p₂ : P} (hp₁ : p₁ ≠ p) (hp₂ : p₂ ≠ p) : Real.Angle.cos (∡ p₁ p p₂) = Real.cos (∠ p₁ p p₂)
identity	Real.Angle.tan		Real.Angle.tan x0 = r 	{x : V} (h : x ≠ 0) (r : ℝ) : Real.Angle.tan (o.oangle x (x + r • o.rotation (π / 2 : ℝ) x)) = r
identity	Real.cos		Real.cos x0 = Real.cos x1	{x y : V} (hx : x ≠ 0) (hy : y ≠ 0) : Real.cos (angle x y) = Real.cos (angle x (x + y) + angle y (y + x))
identity	Real.sin		Real.sin x0 = Real.sin x1	{x y : V} (hx : x ≠ 0) (hy : y ≠ 0) : Real.sin (angle x y) = Real.sin (angle x (x + y) + angle y (y + x))
identity	SignType.sign		SignType.sign x0 = 1 	[Nat.AtLeastTwo n] {i j : Fin (n + 1)} (h : i ≠ j) : SignType.sign (s.excenterWeights {i} j) = 1
identity	SignType.sign		SignType.sign x0 = 1 	(i : Fin (n + 1)) : SignType.sign (s.excenterWeights ∅ i) = 1
identity	SignType.sign		SignType.sign x0 = 1 	(i : Fin (n + 1)) : SignType.sign (s.signedInfDist i s.incenter) = 1
identity	SignType.sign		SignType.sign x0 = 1 	[Nat.AtLeastTwo n] {i j : Fin (n + 1)} (hne : i ≠ j) : SignType.sign (s.touchpointWeights {i} i j) = 1
identity	SignType.sign		SignType.sign x0 = 1 	{i j : Fin (n + 1)} (hne : i ≠ j) : SignType.sign (s.touchpointWeights ∅ i j) = 1
identity	SignType.sign		SignType.sign x0 = SignType.sign x1	{signs : Finset (Fin (n + 1))} (h : s.ExcenterExists signs) (i : Fin (n + 1)) : SignType.sign (s.signedInfDist i (s.excenter signs)) = SignType.sign (s.excenterWeights signs i)
identity	SignType.sign		SignType.sign x0 = SignType.sign x1	{signs : Finset (Fin (n + 1))} (h : s.ExcenterExists signs) {i j : Fin (n + 1)} (hne : i ≠ j) {r : ℝ} (hr : r ∈ Set.Icc 0 1) : SignType.sign (s.signedInfDist j (AffineMap.lineMap (s.excenter signs) (s.touchpoint signs i) r)) = SignType.sign (s.signedInfDist j (s.excenter signs))
identity	SignType.sign		SignType.sign x0 = SignType.sign x1	{i j : Fin (n + 1)} (hne : i ≠ j) {r : ℝ} (hr : r ∈ Set.Icc 0 1) : SignType.sign (s.signedInfDist j (AffineMap.lineMap s.incenter (s.touchpoint ∅ i) r)) = SignType.sign (s.signedInfDist j s.incenter)
identity	SignType.sign		SignType.sign x0 = SignType.sign x1	{signs : Finset (Fin (n + 1))} (h : s.ExcenterExists signs) {i j : Fin (n + 1)} (hne : i ≠ j) : SignType.sign (s.signedInfDist j (s.touchpoint signs i)) = SignType.sign (s.signedInfDist j (s.excenter signs))
identity	SignType.sign		SignType.sign x0 = SignType.sign x1	{i j : Fin (n + 1)} (hne : i ≠ j) : SignType.sign (s.signedInfDist j (s.touchpoint ∅ i)) = SignType.sign (s.signedInfDist j s.incenter)
identity	SignType.sign		SignType.sign x0 = SignType.sign x1	{signs : Finset (Fin (n + 1))} (h : s.ExcenterExists signs) {i j : Fin (n + 1)} (hne : i ≠ j) : SignType.sign (s.touchpointWeights signs i j) = SignType.sign (s.excenterWeights signs j)
identity	Sphere.secondInter		Sphere.secondInter x0 x1 x2 = f x3	(s : Sphere P) (p : P) (v : V) (f : P →ᵃⁱ[ℝ] P₂) : Sphere.secondInter ⟨f s.center, s.radius⟩ (f p) (f.linearIsometry v) = f (s.secondInter p v)
identity	V		V  = ᶠ x0 x1 x2 x3 x4 x5 x6	(V : Π (x : M), TangentSpace I x) : V =ᶠ[𝓝[s] x] mpullback I 𝓘(𝕜, E) (extChartAt I x) (mpullbackWithin 𝓘(𝕜, E) I (extChartAt I x).symm V (range I))
identity	X		X  = Y 	(h : ∀ f, X f = Y f) : X = Y
identity	X		X x0 = 0 	: X 0 = 0
identity	X.basicOpen		X.basicOpen x0 = U 	{U : Opens X} {f : X.presheaf.obj (op U)} (hf : IsUnit f) : X.basicOpen f = U
identity	X.basicOpen		X.basicOpen x0 = X.basicOpen x1	{U : Opens X} (f : X.presheaf.obj (op U)) (n : ℕ) (h : 0 < n) : X.basicOpen (f ^ n) = X.basicOpen f
identity	X.zeroLocus		X.zeroLocus x0 = Set.univ 	{U : Opens X} : X.zeroLocus (∅ : Set (X.presheaf.obj (op U))) = Set.univ
identity	affineSpan		affineSpan x0 x1 = affineSpan x0 x2	{s : Set P} (ho : OrthocentricSystem s) {p : Fin 3 → P} (hps : Set.range p ⊆ s) (hpi : Function.Injective p) : affineSpan ℝ (Set.range p) = affineSpan ℝ s
identity	affineSpan		affineSpan x0 x1 = s.insphere.orthRadius x2	[Fact (Module.finrank ℝ V = n)] (i : Fin (n + 1)) : affineSpan ℝ (Set.range (s.faceOpposite i).points) = s.insphere.orthRadius (s.touchpoint ∅ i)
identity	angle		angle x0 x0 = 0 	{x : V} (hx : x ≠ 0) : angle x x = 0
identity	angle		angle x0 x1 = Real.arccos x2	{x y : V} (h : ⟪x, y⟫ = 0) : angle x (x + y) = Real.arccos (‖x‖ / ‖x + y‖)
identity	angle		angle x0 x1 = Real.arccos x2	{x y : V} (h : ⟪x, y⟫ = 0) : angle x (x - y) = Real.arccos (‖x‖ / ‖x - y‖)
identity	angle		angle x0 x1 = Real.arcsin x2	{x y : V} (h : ⟪x, y⟫ = 0) (h0 : x ≠ 0 ∨ y ≠ 0) : angle x (x + y) = Real.arcsin (‖y‖ / ‖x + y‖)
identity	angle		angle x0 x1 = Real.arcsin x2	{x y : V} (h : ⟪x, y⟫ = 0) (h0 : x ≠ 0 ∨ y ≠ 0) : angle x (x - y) = Real.arcsin (‖y‖ / ‖x - y‖)
identity	angle		angle x0 x1 = Real.arctan x2	{x y : V} (h : ⟪x, y⟫ = 0) (h0 : x ≠ 0) : angle x (x + y) = Real.arctan (‖y‖ / ‖x‖)
identity	angle		angle x0 x1 = Real.arctan x2	{x y : V} (h : ⟪x, y⟫ = 0) (h0 : x ≠ 0) : angle x (x - y) = Real.arctan (‖y‖ / ‖x‖)
identity	angle		angle x0 x1 = angle x0 x2	(x y : V) : angle x (NormedSpace.normalize y) = angle x y
identity	angle		angle x0 x1 = angle x0 x2	(x y : V) {r : ℝ} (hr : r < 0) : angle x (r • y) = angle x (-y)
identity	angle		angle x0 x1 = angle x0 x2	(x y : V) {r : ℝ} (hr : 0 < r) : angle x (r • y) = angle x y
identity	angle		angle x0 x1 = angle x1 x0	(x y : V) : angle x y = angle y x
identity	angle		angle x0 x1 = angle x2 x1	(x y : V) : angle (NormedSpace.normalize x) y = angle x y
identity	angle		angle x0 x1 = angle x2 x1	(x y : V) {r : ℝ} (hr : r < 0) : angle (r • x) y = angle (-x) y
identity	angle		angle x0 x1 = angle x2 x1	(x y : V) {r : ℝ} (hr : 0 < r) : angle (r • x) y = angle x y
identity	angle		angle x0 x1 = angle x2 x3	(x y : V) : angle (-x) (-y) = angle x y
identity	angle		angle x0 x1 = angle x2 x3	{c : ℝ} (hc : c ≠ 0) (x y : V) : angle (c • x) (c • y) = angle x y
identity	angle		angle x0 x1 = angle x2 x3	{E F : Type*} [NormedAddCommGroup E] [NormedAddCommGroup F] [InnerProductSpace ℝ E] [InnerProductSpace ℝ F] (f : E →ₗᵢ[ℝ] F) (u v : E) : angle (f u) (f v) = angle u v
identity	angle		angle x0 x1 = angle x2 x3	{f : E → F} {x : E} {f' : E →L[ℝ] F} (h : HasFDerivAt f f' x) (H : ConformalAt f x) (u v : E) : angle (f' u) (f' v) = angle u v
identity	angle		angle x0 x1 = angle x2 x3	{s : Submodule ℝ V} (x y : s) : angle (x : V) (y : V) = angle x y
identity	angle		angle x0 x1 = angle x2 x3	{x y : V} (h : ‖x‖ = ‖y‖) : angle x (x - y) = angle y (y - x)
