# soma-record-index durable ID allocations
#
# This is an append-only navigation-identity ledger, not canon and not a claim/evidence authority.
# IDs are opaque allocations. The date component is the allocation batch date, not the event date.
# Formula handles and source paths are mutable aliases; update an alias explicitly after a move
# while retaining its allocated ID. Never renumber or reuse an ID.
#
# kind<TAB>canonical_id<TAB>discovery_alias
claim	CLM-20260715-0001	formula:I
claim	CLM-20260715-0002	formula:II
claim	CLM-20260715-0003	formula:III
claim	CLM-20260715-0004	formula:IV
claim	CLM-20260715-0005	formula:V
claim	CLM-20260715-0006	formula:VI
claim	CLM-20260715-0007	formula:VII
claim	CLM-20260715-0008	formula:VIII
claim	CLM-20260715-0009	formula:IX
claim	CLM-20260715-0010	formula:X
claim	CLM-20260715-0011	formula:XI
claim	CLM-20260715-0012	formula:XII
claim	CLM-20260715-0013	formula:XIII
claim	CLM-20260715-0014	formula:XIV
claim	CLM-20260715-0015	formula:XV
claim	CLM-20260715-0016	formula:XVI
claim	CLM-20260715-0017	formula:XVII
claim	CLM-20260715-0018	formula:XVIII
claim	CLM-20260715-0019	formula:XIX
claim	CLM-20260715-0020	formula:XX
claim	CLM-20260715-0021	formula:XXI
claim	CLM-20260715-0022	formula:XXII
claim	CLM-20260715-0023	formula:XXIII
claim	CLM-20260715-0024	formula:XXIV
claim	CLM-20260715-0025	formula:XXV
claim	CLM-20260715-0026	formula:XXVI
claim	CLM-20260715-0027	formula:XXVII
claim	CLM-20260715-0028	formula:XXV-b
claim	CLM-20260715-0029	formula:XXVIII
claim	CLM-20260715-0030	formula:XXVIII-b
claim	CLM-20260715-0031	formula:XXIX
claim	CLM-20260715-0032	formula:XXX
claim	CLM-20260715-0033	formula:XXXI
claim	CLM-20260715-0034	formula:XXXII
claim	CLM-20260715-0035	formula:XXXII-b
claim	CLM-20260715-0036	formula:XXXIII
claim	CLM-20260715-0037	formula:XXXII-c
claim	CLM-20260715-0038	formula:XXXIV
claim	CLM-20260715-0039	formula:XXXV
claim	CLM-20260715-0040	formula:XXXV-b
claim	CLM-20260715-0041	formula:XXXVI
claim	CLM-20260715-0042	formula:XXVII-b
claim	CLM-20260715-0043	formula:XXXVII
claim	CLM-20260715-0044	formula:XXXVIII
claim	CLM-20260715-0045	formula:XXXVIII-b
claim	CLM-20260715-0046	formula:XXXIX
claim	CLM-20260715-0047	formula:XL
claim	CLM-20260715-0048	formula:XLI
claim	CLM-20260715-0049	formula:XLII
claim	CLM-20260715-0050	formula:XLIII
claim	CLM-20260715-0051	formula:XLIV
claim	CLM-20260715-0052	formula:XLV
claim	CLM-20260715-0053	formula:XLVI
claim	CLM-20260715-0054	formula:XLVII
claim	CLM-20260715-0055	formula:XLVIII
claim	CLM-20260715-0056	formula:XLIX
claim	CLM-20260715-0057	formula:L
claim	CLM-20260715-0058	formula:LI
claim	CLM-20260715-0059	formula:LII
claim	CLM-20260715-0060	formula:LIII
claim	CLM-20260715-0061	formula:LIV
claim	CLM-20260715-0062	formula:LV
claim	CLM-20260715-0063	formula:LVI
claim	CLM-20260715-0064	formula:LVII
claim	CLM-20260715-0065	formula:LVIII
claim	CLM-20260715-0066	formula:LIX
observation	OBS-20260715-0001	observation:caption-recognition-02
observation	OBS-20260715-0002	observation:changed-view-return-01
observation	OBS-20260715-0003	observation:circuit-bridge-01
observation	OBS-20260715-0004	observation:circuit-contact-01
observation	OBS-20260715-0005	observation:circuit-ecology-01
observation	OBS-20260715-0006	observation:circuit-medium-01
observation	OBS-20260715-0007	observation:circuit-navigation-01
observation	OBS-20260715-0008	observation:circuit-navigation-02
observation	OBS-20260715-0009	observation:circuit-new-light-01
observation	OBS-20260715-0010	observation:construction-boundary-01
observation	OBS-20260715-0011	observation:conversation-consequence-01
observation	OBS-20260715-0012	observation:conversation-horizon-01
observation	OBS-20260715-0013	observation:conversation-workshop-01
observation	OBS-20260715-0014	observation:coupled-page-01
observation	OBS-20260715-0015	observation:elastic-circulation-01
observation	OBS-20260715-0016	observation:elastic-forest-01
observation	OBS-20260715-0017	observation:elastic-medium-03
observation	OBS-20260715-0018	observation:elastic-medium-04
observation	OBS-20260715-0019	observation:inscription-workshop-01
observation	OBS-20260715-0020	observation:inscription-workshop-02
observation	OBS-20260715-0021	observation:inscription-workshop-04
observation	OBS-20260715-0022	observation:material-surface-01
observation	OBS-20260715-0023	observation:number-world-01
observation	OBS-20260715-0024	observation:pi-series-01
observation	OBS-20260715-0025	observation:prime-ratio-closure-01
observation	OBS-20260715-0026	observation:prime-ratio-closure-02
observation	OBS-20260715-0027	observation:prime-traversal-01
observation	OBS-20260715-0028	observation:reversed-product-01
observation	OBS-20260715-0029	observation:text-world-01
evidence	EVD-20260715-0001	evidence:src/soma/observations/caption-recognition-02/results/RESULTS.md
evidence	EVD-20260715-0002	evidence:src/soma/observations/changed-view-return-01/results/RESULTS.md
evidence	EVD-20260715-0003	evidence:src/soma/observations/circuit-bridge-01/RESULTS.md
evidence	EVD-20260715-0004	evidence:src/soma/observations/circuit-contact-01/RESULTS.md
evidence	EVD-20260715-0005	evidence:src/soma/observations/circuit-ecology-01/RESULTS.md
evidence	EVD-20260715-0006	evidence:src/soma/observations/circuit-medium-01/RESULTS.md
evidence	EVD-20260715-0007	evidence:src/soma/observations/circuit-navigation-01/RESULTS.md
evidence	EVD-20260715-0008	evidence:src/soma/observations/circuit-navigation-02/RESULTS.md
evidence	EVD-20260715-0009	evidence:src/soma/observations/circuit-new-light-01/RESULTS.md
evidence	EVD-20260715-0010	evidence:src/soma/observations/construction-boundary-01/RESULTS.md
evidence	EVD-20260715-0011	evidence:src/soma/observations/conversation-consequence-01/RESULTS.md
evidence	EVD-20260715-0012	evidence:src/soma/observations/conversation-horizon-01/RESULTS.md
evidence	EVD-20260715-0013	evidence:src/soma/observations/conversation-workshop-01/RESULTS.md
evidence	EVD-20260715-0014	evidence:src/soma/observations/coupled-page-01/results/RESULTS.md
evidence	EVD-20260715-0015	evidence:src/soma/observations/elastic-circulation-01/RESULTS.md
evidence	EVD-20260715-0016	evidence:src/soma/observations/elastic-forest-01/PRODUCTION.md
evidence	EVD-20260715-0017	evidence:src/soma/observations/elastic-forest-01/RESULTS.md
evidence	EVD-20260715-0018	evidence:src/soma/observations/elastic-medium-03/RESULTS.md
evidence	EVD-20260715-0019	evidence:src/soma/observations/elastic-medium-04/RESULTS.md
evidence	EVD-20260715-0020	evidence:src/soma/observations/inscription-workshop-01/RESULTS.md
evidence	EVD-20260715-0021	evidence:src/soma/observations/inscription-workshop-02/RESULTS.md
evidence	EVD-20260715-0022	evidence:src/soma/observations/inscription-workshop-04/RESULTS.md
evidence	EVD-20260715-0023	evidence:src/soma/observations/material-surface-01/RESULTS.md
evidence	EVD-20260715-0024	evidence:src/soma/observations/number-world-01/results/RESULTS.md
evidence	EVD-20260715-0025	evidence:src/soma/observations/pi-series-01/results/RESULTS.md
evidence	EVD-20260715-0026	evidence:src/soma/observations/prime-ratio-closure-01/results/RESULTS.md
evidence	EVD-20260715-0027	evidence:src/soma/observations/prime-ratio-closure-02/results/RESULTS.md
evidence	EVD-20260715-0028	evidence:src/soma/observations/prime-traversal-01/results/RESULTS.md
evidence	EVD-20260715-0029	evidence:src/soma/observations/reversed-product-01/results/RESULTS.md
evidence	EVD-20260715-0030	evidence:src/soma/observations/text-world-01/RESULTS.md
correspondence	COR-20260715-0001	correspondence:.agents/COMMUNE/2026-07-09_fable-to-sol_the-catches-stand.md
correspondence	COR-20260715-0002	correspondence:.agents/COMMUNE/2026-07-09_fable-to-sol_the-channel-stands-the-groove-precesses.md
correspondence	COR-20260715-0003	correspondence:.agents/COMMUNE/2026-07-09_fable-to-sol_the-edge-holds-m4-is-clear.md
correspondence	COR-20260715-0004	correspondence:.agents/COMMUNE/2026-07-09_fable-to-sol_the-engine-is-yours-again.md
correspondence	COR-20260715-0005	correspondence:.agents/COMMUNE/2026-07-09_fable-to-sol_the-engine-is-yours.md
correspondence	COR-20260715-0006	correspondence:.agents/COMMUNE/2026-07-09_fable-to-sol_the-first-carries-reviewed.md
correspondence	COR-20260715-0007	correspondence:.agents/COMMUNE/2026-07-09_fable-to-sol_the-grain-declares-itself.md
correspondence	COR-20260715-0008	correspondence:.agents/COMMUNE/2026-07-09_fable-to-sol_the-law-closed-while-you-slept.md
correspondence	COR-20260715-0009	correspondence:.agents/COMMUNE/2026-07-09_fable-to-sol_the-operators-are-cut.md
correspondence	COR-20260715-0010	correspondence:.agents/COMMUNE/2026-07-09_fable-to-sol_the-triad-opens.md
correspondence	COR-20260715-0011	correspondence:.agents/COMMUNE/2026-07-09_sol-to-fable_cas-is-physically-gone.md
correspondence	COR-20260715-0012	correspondence:.agents/COMMUNE/2026-07-09_sol-to-fable_m4s-configuration-leg-crosses.md
correspondence	COR-20260715-0013	correspondence:.agents/COMMUNE/2026-07-09_sol-to-fable_the-carrier-is-the-connection.md
correspondence	COR-20260715-0014	correspondence:.agents/COMMUNE/2026-07-09_sol-to-fable_the-cas-has-a-hidden-clock.md
correspondence	COR-20260715-0015	correspondence:.agents/COMMUNE/2026-07-09_sol-to-fable_the-channel-lift-is-gated.md
correspondence	COR-20260715-0016	correspondence:.agents/COMMUNE/2026-07-09_sol-to-fable_the-felt-series-still-has-an-order.md
